,nyn,bam,bbj,ewe,fon,hau,ibo,kin,lug,luo,mos,pcm,nya,sna,swa,tsn,twi,wol,xho,yor,zul
mos,0.6733804983414349,0.8186576743959872,0.6610596745457802,0.7802197802197803,0.849281296908581,0.7000432138778698,0.7444904020605918,0.663088794982676,0.6809399224343453,0.6928347422148949,1.0,0.746060442935531,0.677819619786509,0.623800178591569,0.6667078227408284,0.6816599883082031,0.7687422135960736,0.6667078227408284,0.6923076923076923,0.7746912418160674,0.6666766204066603
pcm,0.7050482417932928,0.7368547050546317,0.7118802835060859,0.7008446585151958,0.7471757960415166,0.7886873258368743,0.7658268236387039,0.6936532069063647,0.7004550447437983,0.7701658205351016,0.746060442935531,1.0,0.6972453170441931,0.6527411366170119,0.685815065945108,0.7126907593011389,0.7069037354447627,0.7543965725396188,0.7347564968304472,0.7595388237649224,0.6520559380992673
nya,0.8997667087087251,0.6783401849199248,0.8146686178506313,0.7444904020605918,0.7231753835289101,0.7191011235955062,0.7752808988764052,0.8864208709639194,0.9059847708863921,0.7796734603671063,0.677819619786509,0.6972453170441931,1.0,0.9244046464212798,0.9438202247191021,0.9265684601464164,0.7891095328936232,0.730337078651686,0.8667201695630771,0.7221482724072835,0.8509456218773803
sna,0.8708896333420235,0.6343129678451094,0.7784134119856371,0.6883312315493174,0.6780918908527013,0.6851469732298897,0.7503990659184506,0.8689717588767476,0.8652160248466285,0.7327767207601772,0.623800178591569,0.6527411366170119,0.9244046464212798,1.0,0.8809032512955726,0.9187051424455952,0.7295846059272211,0.6633962756670361,0.8604140394366466,0.6871246982005469,0.8343319721890889
swa,0.8754486895544353,0.689837476189754,0.8042241483910078,0.7333786050149114,0.7118757681612708,0.6966292134831465,0.786516853932585,0.8750565008233564,0.8939049739412401,0.7570742296318278,0.6667078227408284,0.685815065945108,0.9438202247191021,0.8809032512955726,1.0,0.9039692294111379,0.7773317786713303,0.7415730337078658,0.8556083725173966,0.7099084711800414,0.8288431381922536
tsn,0.9048645778823595,0.705308367345892,0.8087806956105177,0.7263590039349703,0.7386363636363634,0.7231753835289096,0.8022726911023841,0.8914431257208633,0.9111178701559921,0.7727272727272723,0.6816599883082031,0.7126907593011389,0.9265684601464164,0.9187051424455952,0.9039692294111379,1.0,0.8054249284545283,0.7344749988965493,0.9051550664420405,0.7508580949739299,0.9002223045606338
twi,0.7774644314502368,0.8315667549715156,0.7663672163500059,0.8153326507837141,0.840958381180463,0.6713319906706946,0.7419985160044519,0.7743034973828522,0.797724035217465,0.7225135387606797,0.7687422135960736,0.7069037354447627,0.7891095328936232,0.7295846059272211,0.7773317786713303,0.8054249284545283,1.0,0.7537762702267445,0.7920374321898941,0.7569703529375095,0.741384583314044
wol,0.6930635458972616,0.7243293499992417,0.7624462705525139,0.7222668079692303,0.7457746142641881,0.7191011235955057,0.7640449438202248,0.7273196889960367,0.7489474105994173,0.768373844999467,0.6667078227408284,0.7543965725396188,0.730337078651686,0.6633962756670361,0.7415730337078658,0.7344749988965493,0.7537762702267445,1.0,0.7667139961519529,0.7466278748617677,0.6962282360814931
xho,0.8297009711706966,0.7163254650964889,0.8159955357674474,0.7032967032967031,0.7710580195617377,0.7000432138778694,0.811161184334674,0.8316706920121698,0.8601346388644364,0.7375337578416624,0.6923076923076923,0.7347564968304472,0.8667201695630771,0.8604140394366466,0.8556083725173966,0.9051550664420405,0.7920374321898941,0.7667139961519529,1.0,0.7383775898559393,0.852471744126549
yor,0.7152474728151239,0.7639936351238827,0.6940337512660606,0.702063937895811,0.8247129895615295,0.7466278748617677,0.8078268809979783,0.7056422850727967,0.7369058983549409,0.7631672440718631,0.7746912418160674,0.7595388237649224,0.7221482724072835,0.6871246982005469,0.7099084711800414,0.7508580949739299,0.7569703529375095,0.7466278748617677,0.7383775898559393,1.0,0.6861993625888848
zul,0.8132202844993976,0.6671886277220533,0.7396392855229492,0.6776057453313596,0.7001729035471598,0.7072794779240564,0.75148444529431,0.8047833012178126,0.8198035875000318,0.7001729035471598,0.6666766204066603,0.6520559380992673,0.8509456218773803,0.8343319721890889,0.8288431381922536,0.9002223045606338,0.741384583314044,0.6962282360814931,0.852471744126549,0.6861993625888848,1.0
