layer,model,rank_type,language,swd_mean
5,afroxlmr,worst5,swa,0.00829667223274555
6,afroxlmr,top5,twi,0.006590596419414396
6,afroxlmr,top5,luo,0.006692341865118578
6,afroxlmr,top5,tsn,0.007032702489254916
6,afroxlmr,top5,zul,0.007303320609594266
6,afroxlmr,top5,kin,0.007519043871411668
6,afroxlmr,worst5,yor,0.009273214218183057
6,afroxlmr,worst5,hau,0.00859129166326511
6,afroxlmr,worst5,lug,0.008457979303216234
6,afroxlmr,worst5,swa,0.008303112873704777
6,afroxlmr,worst5,pcm,0.008290489689102287
7,afroxlmr,top5,twi,0.004822717446586466
7,afroxlmr,top5,tsn,0.005570779610176639
7,afroxlmr,top5,ewe,0.005584245880072558
7,afroxlmr,top5,nya,0.006003903472143672
7,afroxlmr,top5,zul,0.006032197844585123
7,afroxlmr,worst5,yor,0.00870452904503812
7,afroxlmr,worst5,xho,0.007525204435902803
7,afroxlmr,worst5,luo,0.007180694734112573
7,afroxlmr,worst5,bam,0.00708578839794427
7,afroxlmr,worst5,wol,0.006869211328951981
8,afroxlmr,top5,lug,0.006692622506155506
8,afroxlmr,top5,twi,0.006743881320592966
8,afroxlmr,top5,kin,0.006982388928311896
8,afroxlmr,top5,nya,0.00706506527634095
8,afroxlmr,top5,pcm,0.00720608313804405
8,afroxlmr,worst5,yor,0.008601850735582653
8,afroxlmr,worst5,ewe,0.008384701588056487
8,afroxlmr,worst5,xho,0.008379244835850841
8,afroxlmr,worst5,hau,0.008245660626471363
8,afroxlmr,worst5,luo,0.007932846703624818
9,afroxlmr,top5,twi,0.006610040261875838
9,afroxlmr,top5,lug,0.006851746395568625
9,afroxlmr,top5,zul,0.006951113480378505
9,afroxlmr,top5,tsn,0.006973931640914088
9,afroxlmr,top5,luo,0.007007001438978477
9,afroxlmr,worst5,yor,0.010503711049977937
9,afroxlmr,worst5,bam,0.008518656907502494
9,afroxlmr,worst5,bbj,0.008345979408962497
9,afroxlmr,worst5,xho,0.008000792697051414
9,afroxlmr,worst5,mos,0.007870888519543465
10,afroxlmr,top5,twi,0.006508795691691678
10,afroxlmr,top5,nya,0.007402701654882549
10,afroxlmr,top5,luo,0.007528069211048205
10,afroxlmr,top5,sna,0.007720113529558148
10,afroxlmr,top5,zul,0.00773082931512666
10,afroxlmr,worst5,bam,0.01083096420916263
10,afroxlmr,worst5,yor,0.010174527352774021
10,afroxlmr,worst5,ibo,0.009676707179323785
10,afroxlmr,worst5,xho,0.00886110042756627
10,afroxlmr,worst5,bbj,0.008481896569416373
11,afroxlmr,top5,twi,0.006344985682062543
11,afroxlmr,top5,pcm,0.006614121941462751
11,afroxlmr,top5,ewe,0.0066224282395523915
11,afroxlmr,top5,zul,0.006684646384201187
11,afroxlmr,top5,nya,0.006779222818749986
11,afroxlmr,worst5,bam,0.010066513768379082
11,afroxlmr,worst5,yor,0.00922669142482846
11,afroxlmr,worst5,ibo,0.008457963701857807
11,afroxlmr,worst5,xho,0.008411831071725828
11,afroxlmr,worst5,sna,0.008024393761085472
12,afroxlmr,top5,twi,0.00706707824277449
12,afroxlmr,top5,pcm,0.007306360779239185
12,afroxlmr,top5,ewe,0.007720864738075761
12,afroxlmr,top5,zul,0.00774706684433113
12,afroxlmr,top5,wol,0.007764998109754136
12,afroxlmr,worst5,bam,0.011391576482310484
12,afroxlmr,worst5,bbj,0.010669773569134122
12,afroxlmr,worst5,ibo,0.009943205441459213
12,afroxlmr,worst5,tsn,0.009855125833382772
12,afroxlmr,worst5,yor,0.009577618662660825
