Model,CLS,CTX,HYB,Tokens,Window,Rank,Language,MeanSim,Family
mbert,true,false,false,300,0,16,wol,0.9275,Atlantic-Congo
mbert,true,false,false,300,0,17,mos,0.9224,Gur
mbert,true,false,false,300,0,18,pcm,0.9184,English Creole
mbert,true,false,false,300,0,19,bbj,0.9036,Bantu
mbert,true,false,false,300,0,20,yor,0.8824,Volta-Niger
mbert,true,false,false,200,1,1,lug,0.9632,Bantu
mbert,true,false,false,200,1,2,kin,0.9615,Bantu
mbert,true,false,false,200,1,3,twi,0.9582,Kwa
mbert,true,false,false,200,1,4,swa,0.9569,Bantu
mbert,true,false,false,200,1,5,luo,0.9566,Nilotic
mbert,true,false,false,200,1,6,ibo,0.9513,Volta-Niger
mbert,true,false,false,200,1,7,ewe,0.9444,Kwa
mbert,true,false,false,200,1,8,sna,0.9415,Bantu
mbert,true,false,false,200,1,9,zul,0.9402,Bantu
mbert,true,false,false,200,1,10,tsn,0.9392,Bantu
mbert,true,false,false,200,1,11,bam,0.9382,Mande
mbert,true,false,false,200,1,12,hau,0.937,Chadic
mbert,true,false,false,200,1,13,nya,0.9344,Bantu
mbert,true,false,false,200,1,14,fon,0.9343,Kwa
mbert,true,false,false,200,1,15,xho,0.9309,Bantu
mbert,true,false,false,200,1,16,wol,0.9294,Atlantic-Congo
mbert,true,false,false,200,1,17,mos,0.9229,Gur
mbert,true,false,false,200,1,18,pcm,0.9195,English Creole
mbert,true,false,false,200,1,19,bbj,0.9036,Bantu
mbert,true,false,false,200,1,20,yor,0.8884,Volta-Niger
mbert,true,false,false,500,2,1,lug,0.9645,Bantu
mbert,true,false,false,500,2,2,swa,0.9577,Bantu
mbert,true,false,false,500,2,3,luo,0.9566,Nilotic
mbert,true,false,false,500,2,4,kin,0.9558,Bantu
mbert,true,false,false,500,2,5,twi,0.9556,Kwa
mbert,true,false,false,500,2,6,ibo,0.9471,Volta-Niger
mbert,true,false,false,500,2,7,ewe,0.9452,Kwa
mbert,true,false,false,500,2,8,sna,0.9432,Bantu
mbert,true,false,false,500,2,9,zul,0.94,Bantu
mbert,true,false,false,500,2,10,bam,0.9376,Mande
mbert,true,false,false,500,2,11,hau,0.9373,Chadic
mbert,true,false,false,500,2,12,tsn,0.9371,Bantu
mbert,true,false,false,500,2,13,fon,0.936,Kwa
mbert,true,false,false,500,2,14,nya,0.934,Bantu
mbert,true,false,false,500,2,15,xho,0.9304,Bantu
mbert,true,false,false,500,2,16,wol,0.9289,Atlantic-Congo
mbert,true,false,false,500,2,17,mos,0.927,Gur
mbert,true,false,false,500,2,18,pcm,0.9207,English Creole
mbert,true,false,false,500,2,19,bbj,0.906,Bantu
mbert,true,false,false,500,2,20,yor,0.892,Volta-Niger
mbert,true,false,false,400,3,1,lug,0.965,Bantu
mbert,true,false,false,400,3,2,luo,0.9576,Nilotic
mbert,true,false,false,400,3,3,kin,0.9559,Bantu
mbert,true,false,false,400,3,4,twi,0.9555,Kwa
mbert,true,false,false,400,3,5,swa,0.9554,Bantu
mbert,true,false,false,400,3,6,ibo,0.9482,Volta-Niger
mbert,true,false,false,400,3,7,ewe,0.9458,Kwa
mbert,true,false,false,400,3,8,tsn,0.9437,Bantu
mbert,true,false,false,400,3,9,sna,0.9429,Bantu
mbert,true,false,false,400,3,10,zul,0.9386,Bantu
mbert,true,false,false,400,3,11,bam,0.9379,Mande
mbert,true,false,false,400,3,12,nya,0.9363,Bantu
mbert,true,false,false,400,3,13,hau,0.9362,Chadic
mbert,true,false,false,400,3,14,fon,0.9354,Kwa
mbert,true,false,false,400,3,15,xho,0.9303,Bantu
mbert,true,false,false,400,3,16,wol,0.9274,Atlantic-Congo
mbert,true,false,false,400,3,17,mos,0.9261,Gur
mbert,true,false,false,400,3,18,pcm,0.9182,English Creole
mbert,true,false,false,400,3,19,bbj,0.9041,Bantu
mbert,true,false,false,400,3,20,yor,0.8877,Volta-Niger
mbert,true,false,false,200,0,1,lug,0.9632,Bantu
mbert,true,false,false,200,0,2,kin,0.9615,Bantu
mbert,true,false,false,200,0,3,twi,0.9582,Kwa
mbert,true,false,false,200,0,4,swa,0.9569,Bantu
mbert,true,false,false,200,0,5,luo,0.9566,Nilotic
mbert,true,false,false,200,0,6,ibo,0.9513,Volta-Niger
mbert,true,false,false,200,0,7,ewe,0.9444,Kwa
mbert,true,false,false,200,0,8,sna,0.9415,Bantu
mbert,true,false,false,200,0,9,zul,0.9402,Bantu
mbert,true,false,false,200,0,10,tsn,0.9392,Bantu
mbert,true,false,false,200,0,11,bam,0.9382,Mande
mbert,true,false,false,200,0,12,hau,0.937,Chadic
mbert,true,false,false,200,0,13,nya,0.9344,Bantu
mbert,true,false,false,200,0,14,fon,0.9343,Kwa
mbert,true,false,false,200,0,15,xho,0.9309,Bantu
mbert,true,false,false,200,0,16,wol,0.9294,Atlantic-Congo
mbert,true,false,false,200,0,17,mos,0.9229,Gur
mbert,true,false,false,200,0,18,pcm,0.9195,English Creole
mbert,true,false,false,200,0,19,bbj,0.9036,Bantu
mbert,true,false,false,200,0,20,yor,0.8884,Volta-Niger
mbert,true,false,false,400,0,1,lug,0.965,Bantu
mbert,true,false,false,400,0,2,luo,0.9576,Nilotic
mbert,true,false,false,400,0,3,kin,0.9559,Bantu
mbert,true,false,false,400,0,4,twi,0.9555,Kwa
mbert,true,false,false,400,0,5,swa,0.9554,Bantu
mbert,true,false,false,400,0,6,ibo,0.9482,Volta-Niger
mbert,true,false,false,400,0,7,ewe,0.9458,Kwa
mbert,true,false,false,400,0,8,tsn,0.9437,Bantu
mbert,true,false,false,400,0,9,sna,0.9429,Bantu
mbert,true,false,false,400,0,10,zul,0.9386,Bantu
mbert,true,false,false,400,0,11,bam,0.9379,Mande
mbert,true,false,false,400,0,12,nya,0.9363,Bantu
mbert,true,false,false,400,0,13,hau,0.9362,Chadic
mbert,true,false,false,400,0,14,fon,0.9354,Kwa
mbert,true,false,false,400,0,15,xho,0.9303,Bantu
mbert,true,false,false,400,0,16,wol,0.9274,Atlantic-Congo
mbert,true,false,false,400,0,17,mos,0.9261,Gur
mbert,true,false,false,400,0,18,pcm,0.9182,English Creole
mbert,true,false,false,400,0,19,bbj,0.9041,Bantu
mbert,true,false,false,400,0,20,yor,0.8877,Volta-Niger
mbert,true,false,false,500,3,1,lug,0.9645,Bantu
mbert,true,false,false,500,3,2,swa,0.9577,Bantu
mbert,true,false,false,500,3,3,luo,0.9566,Nilotic
mbert,true,false,false,500,3,4,kin,0.9558,Bantu
mbert,true,false,false,500,3,5,twi,0.9556,Kwa
mbert,true,false,false,500,3,6,ibo,0.9471,Volta-Niger
mbert,true,false,false,500,3,7,ewe,0.9452,Kwa
mbert,true,false,false,500,3,8,sna,0.9432,Bantu
mbert,true,false,false,500,3,9,zul,0.94,Bantu
mbert,true,false,false,500,3,10,bam,0.9376,Mande
mbert,true,false,false,500,3,11,hau,0.9373,Chadic
mbert,true,false,false,500,3,12,tsn,0.9371,Bantu
mbert,true,false,false,500,3,13,fon,0.936,Kwa
mbert,true,false,false,500,3,14,nya,0.934,Bantu
mbert,true,false,false,500,3,15,xho,0.9304,Bantu
mbert,true,false,false,500,3,16,wol,0.9289,Atlantic-Congo
mbert,true,false,false,500,3,17,mos,0.927,Gur
mbert,true,false,false,500,3,18,pcm,0.9207,English Creole
mbert,true,false,false,500,3,19,bbj,0.906,Bantu
mbert,true,false,false,500,3,20,yor,0.892,Volta-Niger
mbert,true,false,false,500,0,1,lug,0.9645,Bantu
mbert,true,false,false,500,0,2,swa,0.9577,Bantu
mbert,true,false,false,500,0,3,luo,0.9566,Nilotic
mbert,true,false,false,500,0,4,kin,0.9558,Bantu
mbert,true,false,false,500,0,5,twi,0.9556,Kwa
mbert,true,false,false,500,0,6,ibo,0.9471,Volta-Niger
mbert,true,false,false,500,0,7,ewe,0.9452,Kwa
mbert,true,false,false,500,0,8,sna,0.9432,Bantu
mbert,true,false,false,500,0,9,zul,0.94,Bantu
mbert,true,false,false,500,0,10,bam,0.9376,Mande
mbert,true,false,false,500,0,11,hau,0.9373,Chadic
mbert,true,false,false,500,0,12,tsn,0.9371,Bantu
mbert,true,false,false,500,0,13,fon,0.936,Kwa
mbert,true,false,false,500,0,14,nya,0.934,Bantu
mbert,true,false,false,500,0,15,xho,0.9304,Bantu
mbert,true,false,false,500,0,16,wol,0.9289,Atlantic-Congo
mbert,true,false,false,500,0,17,mos,0.927,Gur
mbert,true,false,false,500,0,18,pcm,0.9207,English Creole
mbert,true,false,false,500,0,19,bbj,0.906,Bantu
mbert,true,false,false,500,0,20,yor,0.892,Volta-Niger
mbert,true,false,false,400,1,1,lug,0.965,Bantu
mbert,true,false,false,400,1,2,luo,0.9576,Nilotic
mbert,true,false,false,400,1,3,kin,0.9559,Bantu
mbert,true,false,false,400,1,4,twi,0.9555,Kwa
mbert,true,false,false,400,1,5,swa,0.9554,Bantu
mbert,true,false,false,400,1,6,ibo,0.9482,Volta-Niger
mbert,true,false,false,400,1,7,ewe,0.9458,Kwa
mbert,true,false,false,400,1,8,tsn,0.9437,Bantu
mbert,true,false,false,400,1,9,sna,0.9429,Bantu
mbert,true,false,false,400,1,10,zul,0.9386,Bantu
mbert,true,false,false,400,1,11,bam,0.9379,Mande
mbert,true,false,false,400,1,12,nya,0.9363,Bantu
mbert,true,false,false,400,1,13,hau,0.9362,Chadic
mbert,true,false,false,400,1,14,fon,0.9354,Kwa
mbert,true,false,false,400,1,15,xho,0.9303,Bantu
mbert,true,false,false,400,1,16,wol,0.9274,Atlantic-Congo
mbert,true,false,false,400,1,17,mos,0.9261,Gur
mbert,true,false,false,400,1,18,pcm,0.9182,English Creole
mbert,true,false,false,400,1,19,bbj,0.9041,Bantu
mbert,true,false,false,400,1,20,yor,0.8877,Volta-Niger
mbert,true,false,false,300,2,1,lug,0.9647,Bantu
mbert,true,false,false,300,2,2,twi,0.9593,Kwa
mbert,true,false,false,300,2,3,kin,0.9574,Bantu
mbert,true,false,false,300,2,4,luo,0.9561,Nilotic
mbert,true,false,false,300,2,5,swa,0.9557,Bantu
mbert,true,false,false,300,2,6,ibo,0.9495,Volta-Niger
mbert,true,false,false,300,2,7,ewe,0.946,Kwa
mbert,true,false,false,300,2,8,tsn,0.9408,Bantu
mbert,true,false,false,300,2,9,sna,0.9407,Bantu
mbert,true,false,false,300,2,10,zul,0.9406,Bantu
mbert,true,false,false,300,2,11,bam,0.938,Mande
mbert,true,false,false,300,2,12,hau,0.9364,Chadic
mbert,true,false,false,300,2,13,nya,0.9355,Bantu
mbert,true,false,false,300,2,14,fon,0.9343,Kwa
mbert,true,false,false,300,2,15,xho,0.9283,Bantu
mbert,true,false,false,300,2,16,wol,0.9275,Atlantic-Congo
mbert,true,false,false,300,2,17,mos,0.9224,Gur
mbert,true,false,false,300,2,18,pcm,0.9184,English Creole
mbert,true,false,false,300,2,19,bbj,0.9036,Bantu
mbert,true,false,false,300,2,20,yor,0.8824,Volta-Niger
mbert,true,false,false,200,3,1,lug,0.9632,Bantu
mbert,true,false,false,200,3,2,kin,0.9615,Bantu
mbert,true,false,false,200,3,3,twi,0.9582,Kwa
mbert,true,false,false,200,3,4,swa,0.9569,Bantu
mbert,true,false,false,200,3,5,luo,0.9566,Nilotic
mbert,true,false,false,200,3,6,ibo,0.9513,Volta-Niger
mbert,true,false,false,200,3,7,ewe,0.9444,Kwa
mbert,true,false,false,200,3,8,sna,0.9415,Bantu
mbert,true,false,false,200,3,9,zul,0.9402,Bantu
mbert,true,false,false,200,3,10,tsn,0.9392,Bantu
mbert,true,false,false,200,3,11,bam,0.9382,Mande
mbert,true,false,false,200,3,12,hau,0.937,Chadic
mbert,true,false,false,200,3,13,nya,0.9344,Bantu
mbert,true,false,false,200,3,14,fon,0.9343,Kwa
mbert,true,false,false,200,3,15,xho,0.9309,Bantu
mbert,true,false,false,200,3,16,wol,0.9294,Atlantic-Congo
mbert,true,false,false,200,3,17,mos,0.9229,Gur
mbert,true,false,false,200,3,18,pcm,0.9195,English Creole
mbert,true,false,false,200,3,19,bbj,0.9036,Bantu
mbert,true,false,false,200,3,20,yor,0.8884,Volta-Niger
mbert,true,false,false,300,3,1,lug,0.9647,Bantu
mbert,true,false,false,300,3,2,twi,0.9593,Kwa
mbert,true,false,false,300,3,3,kin,0.9574,Bantu
mbert,true,false,false,300,3,4,luo,0.9561,Nilotic
mbert,true,false,false,300,3,5,swa,0.9557,Bantu
mbert,true,false,false,300,3,6,ibo,0.9495,Volta-Niger
mbert,true,false,false,300,3,7,ewe,0.946,Kwa
mbert,true,false,false,300,3,8,tsn,0.9408,Bantu
mbert,true,false,false,300,3,9,sna,0.9407,Bantu
mbert,true,false,false,300,3,10,zul,0.9406,Bantu
mbert,true,false,false,300,3,11,bam,0.938,Mande
mbert,true,false,false,300,3,12,hau,0.9364,Chadic
mbert,true,false,false,300,3,13,nya,0.9355,Bantu
mbert,true,false,false,300,3,14,fon,0.9343,Kwa
mbert,true,false,false,300,3,15,xho,0.9283,Bantu
mbert,true,false,false,300,3,16,wol,0.9275,Atlantic-Congo
mbert,true,false,false,300,3,17,mos,0.9224,Gur
mbert,true,false,false,300,3,18,pcm,0.9184,English Creole
mbert,true,false,false,300,3,19,bbj,0.9036,Bantu
mbert,true,false,false,300,3,20,yor,0.8824,Volta-Niger
mbert,true,false,false,500,1,1,lug,0.9645,Bantu
mbert,true,false,false,500,1,2,swa,0.9577,Bantu
mbert,true,false,false,500,1,3,luo,0.9566,Nilotic
mbert,true,false,false,500,1,4,kin,0.9558,Bantu
mbert,true,false,false,500,1,5,twi,0.9556,Kwa
mbert,true,false,false,500,1,6,ibo,0.9471,Volta-Niger
mbert,true,false,false,500,1,7,ewe,0.9452,Kwa
mbert,true,false,false,500,1,8,sna,0.9432,Bantu
mbert,true,false,false,500,1,9,zul,0.94,Bantu
mbert,true,false,false,500,1,10,bam,0.9376,Mande
mbert,true,false,false,500,1,11,hau,0.9373,Chadic
mbert,true,false,false,500,1,12,tsn,0.9371,Bantu
mbert,true,false,false,500,1,13,fon,0.936,Kwa
mbert,true,false,false,500,1,14,nya,0.934,Bantu
mbert,true,false,false,500,1,15,xho,0.9304,Bantu
mbert,true,false,false,500,1,16,wol,0.9289,Atlantic-Congo
mbert,true,false,false,500,1,17,mos,0.927,Gur
mbert,true,false,false,500,1,18,pcm,0.9207,English Creole
mbert,true,false,false,500,1,19,bbj,0.906,Bantu
mbert,true,false,false,500,1,20,yor,0.892,Volta-Niger
mbert,true,false,false,400,2,1,lug,0.965,Bantu
mbert,true,false,false,400,2,2,luo,0.9576,Nilotic
mbert,true,false,false,400,2,3,kin,0.9559,Bantu
mbert,true,false,false,400,2,4,twi,0.9555,Kwa
mbert,true,false,false,400,2,5,swa,0.9554,Bantu
mbert,true,false,false,400,2,6,ibo,0.9482,Volta-Niger
mbert,true,false,false,400,2,7,ewe,0.9458,Kwa
mbert,true,false,false,400,2,8,tsn,0.9437,Bantu
mbert,true,false,false,400,2,9,sna,0.9429,Bantu
mbert,true,false,false,400,2,10,zul,0.9386,Bantu
mbert,true,false,false,400,2,11,bam,0.9379,Mande
mbert,true,false,false,400,2,12,nya,0.9363,Bantu
mbert,true,false,false,400,2,13,hau,0.9362,Chadic
mbert,true,false,false,400,2,14,fon,0.9354,Kwa
mbert,true,false,false,400,2,15,xho,0.9303,Bantu
mbert,true,false,false,400,2,16,wol,0.9274,Atlantic-Congo
mbert,true,false,false,400,2,17,mos,0.9261,Gur
mbert,true,false,false,400,2,18,pcm,0.9182,English Creole
mbert,true,false,false,400,2,19,bbj,0.9041,Bantu
mbert,true,false,false,400,2,20,yor,0.8877,Volta-Niger
mbert,true,false,false,200,2,1,lug,0.9632,Bantu
mbert,true,false,false,200,2,2,kin,0.9615,Bantu
mbert,true,false,false,200,2,3,twi,0.9582,Kwa
mbert,true,false,false,200,2,4,swa,0.9569,Bantu
mbert,true,false,false,200,2,5,luo,0.9566,Nilotic
mbert,true,false,false,200,2,6,ibo,0.9513,Volta-Niger
mbert,true,false,false,200,2,7,ewe,0.9444,Kwa
mbert,true,false,false,200,2,8,sna,0.9415,Bantu
mbert,true,false,false,200,2,9,zul,0.9402,Bantu
mbert,true,false,false,200,2,10,tsn,0.9392,Bantu
mbert,true,false,false,200,2,11,bam,0.9382,Mande
mbert,true,false,false,200,2,12,hau,0.937,Chadic
mbert,true,false,false,200,2,13,nya,0.9344,Bantu
mbert,true,false,false,200,2,14,fon,0.9343,Kwa
mbert,true,false,false,200,2,15,xho,0.9309,Bantu
mbert,true,false,false,200,2,16,wol,0.9294,Atlantic-Congo
mbert,true,false,false,200,2,17,mos,0.9229,Gur
mbert,true,false,false,200,2,18,pcm,0.9195,English Creole
mbert,true,false,false,200,2,19,bbj,0.9036,Bantu
mbert,true,false,false,200,2,20,yor,0.8884,Volta-Niger
mbert,true,false,true,300,1,1,lug,0.625,Bantu
mbert,true,false,true,300,1,2,twi,0.6124,Kwa
mbert,true,false,true,300,1,3,luo,0.6115,Nilotic
mbert,true,false,true,300,1,4,kin,0.6088,Bantu
mbert,true,false,true,300,1,5,swa,0.6071,Bantu
mbert,true,false,true,300,1,6,sna,0.599,Bantu
mbert,true,false,true,300,1,7,ibo,0.5989,Volta-Niger
mbert,true,false,true,300,1,8,tsn,0.5936,Bantu
mbert,true,false,true,300,1,9,xho,0.5933,Bantu
mbert,true,false,true,300,1,10,zul,0.5904,Bantu
mbert,true,false,true,300,1,11,ewe,0.5896,Kwa
mbert,true,false,true,300,1,12,hau,0.5867,Chadic
mbert,true,false,true,300,1,13,nya,0.5823,Bantu
mbert,true,false,true,300,1,14,fon,0.5787,Kwa
mbert,true,false,true,300,1,15,bam,0.5749,Mande
mbert,true,false,true,300,1,16,wol,0.5724,Atlantic-Congo
mbert,true,false,true,300,1,17,pcm,0.5676,English Creole
mbert,true,false,true,300,1,18,mos,0.563,Gur
mbert,true,false,true,300,1,19,bbj,0.5449,Bantu
mbert,true,false,true,300,1,20,yor,0.5304,Volta-Niger
mbert,true,false,true,300,0,1,lug,0.625,Bantu
mbert,true,false,true,300,0,2,twi,0.6124,Kwa
mbert,true,false,true,300,0,3,luo,0.6115,Nilotic
mbert,true,false,true,300,0,4,kin,0.6088,Bantu
mbert,true,false,true,300,0,5,swa,0.6071,Bantu
mbert,true,false,true,300,0,6,sna,0.599,Bantu
mbert,true,false,true,300,0,7,ibo,0.5989,Volta-Niger
mbert,true,false,true,300,0,8,tsn,0.5936,Bantu
mbert,true,false,true,300,0,9,xho,0.5933,Bantu
mbert,true,false,true,300,0,10,zul,0.5904,Bantu
mbert,true,false,true,300,0,11,ewe,0.5896,Kwa
mbert,true,false,true,300,0,12,hau,0.5867,Chadic
mbert,true,false,true,300,0,13,nya,0.5823,Bantu
mbert,true,false,true,300,0,14,fon,0.5787,Kwa
mbert,true,false,true,300,0,15,bam,0.5749,Mande
mbert,true,false,true,300,0,16,wol,0.5724,Atlantic-Congo
mbert,true,false,true,300,0,17,pcm,0.5676,English Creole
mbert,true,false,true,300,0,18,mos,0.563,Gur
mbert,true,false,true,300,0,19,bbj,0.5449,Bantu
mbert,true,false,true,300,0,20,yor,0.5304,Volta-Niger
mbert,true,false,true,200,1,1,lug,0.6191,Bantu
mbert,true,false,true,200,1,2,kin,0.6132,Bantu
mbert,true,false,true,200,1,3,luo,0.6115,Nilotic
mbert,true,false,true,200,1,4,twi,0.6093,Kwa
mbert,true,false,true,200,1,5,swa,0.6078,Bantu
mbert,true,false,true,200,1,6,sna,0.6018,Bantu
mbert,true,false,true,200,1,7,ibo,0.6017,Volta-Niger
mbert,true,false,true,200,1,8,xho,0.5948,Bantu
mbert,true,false,true,200,1,9,tsn,0.5909,Bantu
mbert,true,false,true,200,1,10,zul,0.5888,Bantu
mbert,true,false,true,200,1,11,ewe,0.5882,Kwa
mbert,true,false,true,200,1,12,hau,0.5862,Chadic
mbert,true,false,true,200,1,13,nya,0.5796,Bantu
mbert,true,false,true,200,1,14,fon,0.5779,Kwa
mbert,true,false,true,200,1,15,bam,0.5746,Mande
mbert,true,false,true,200,1,16,wol,0.573,Atlantic-Congo
mbert,true,false,true,200,1,17,pcm,0.5698,English Creole
mbert,true,false,true,200,1,18,mos,0.5618,Gur
mbert,true,false,true,200,1,19,bbj,0.5445,Bantu
mbert,true,false,true,200,1,20,yor,0.5355,Volta-Niger
mbert,true,false,true,500,2,1,lug,0.6264,Bantu
mbert,true,false,true,500,2,2,luo,0.6104,Nilotic
mbert,true,false,true,500,2,3,swa,0.6095,Bantu
mbert,true,false,true,500,2,4,kin,0.6071,Bantu
mbert,true,false,true,500,2,5,twi,0.607,Kwa
mbert,true,false,true,500,2,6,sna,0.601,Bantu
mbert,true,false,true,500,2,7,xho,0.5972,Bantu
mbert,true,false,true,500,2,8,ibo,0.5942,Volta-Niger
mbert,true,false,true,500,2,9,zul,0.5894,Bantu
mbert,true,false,true,500,2,10,hau,0.5884,Chadic
mbert,true,false,true,500,2,11,ewe,0.5879,Kwa
mbert,true,false,true,500,2,12,tsn,0.5843,Bantu
mbert,true,false,true,500,2,13,nya,0.5813,Bantu
mbert,true,false,true,500,2,14,fon,0.5794,Kwa
mbert,true,false,true,500,2,15,wol,0.5756,Atlantic-Congo
mbert,true,false,true,500,2,16,bam,0.5751,Mande
mbert,true,false,true,500,2,17,pcm,0.5694,English Creole
mbert,true,false,true,500,2,18,mos,0.5665,Gur
mbert,true,false,true,500,2,19,bbj,0.5453,Bantu
mbert,true,false,true,500,2,20,yor,0.5388,Volta-Niger
mbert,true,false,true,400,3,1,lug,0.6268,Bantu
mbert,true,false,true,400,3,2,luo,0.6128,Nilotic
mbert,true,false,true,400,3,3,twi,0.6075,Kwa
mbert,true,false,true,400,3,4,kin,0.6059,Bantu
mbert,true,false,true,400,3,5,swa,0.6059,Bantu
mbert,true,false,true,400,3,6,sna,0.6012,Bantu
mbert,true,false,true,400,3,7,tsn,0.5969,Bantu
mbert,true,false,true,400,3,8,ibo,0.5959,Volta-Niger
mbert,true,false,true,400,3,9,xho,0.5953,Bantu
mbert,true,false,true,400,3,10,ewe,0.5894,Kwa
mbert,true,false,true,400,3,11,zul,0.588,Bantu
mbert,true,false,true,400,3,12,hau,0.5869,Chadic
mbert,true,false,true,400,3,13,nya,0.5844,Bantu
mbert,true,false,true,400,3,14,fon,0.5793,Kwa
mbert,true,false,true,400,3,15,bam,0.5753,Mande
mbert,true,false,true,400,3,16,wol,0.5733,Atlantic-Congo
mbert,true,false,true,400,3,17,pcm,0.5667,English Creole
mbert,true,false,true,400,3,18,mos,0.5665,Gur
mbert,true,false,true,400,3,19,bbj,0.5447,Bantu
mbert,true,false,true,400,3,20,yor,0.5337,Volta-Niger
mbert,true,false,true,200,0,1,lug,0.6191,Bantu
mbert,true,false,true,200,0,2,kin,0.6132,Bantu
mbert,true,false,true,200,0,3,luo,0.6115,Nilotic
mbert,true,false,true,200,0,4,twi,0.6093,Kwa
mbert,true,false,true,200,0,5,swa,0.6078,Bantu
mbert,true,false,true,200,0,6,sna,0.6018,Bantu
mbert,true,false,true,200,0,7,ibo,0.6017,Volta-Niger
mbert,true,false,true,200,0,8,xho,0.5948,Bantu
mbert,true,false,true,200,0,9,tsn,0.5909,Bantu
mbert,true,false,true,200,0,10,zul,0.5888,Bantu
mbert,true,false,true,200,0,11,ewe,0.5882,Kwa
mbert,true,false,true,200,0,12,hau,0.5862,Chadic
mbert,true,false,true,200,0,13,nya,0.5796,Bantu
mbert,true,false,true,200,0,14,fon,0.5779,Kwa
mbert,true,false,true,200,0,15,bam,0.5746,Mande
mbert,true,false,true,200,0,16,wol,0.573,Atlantic-Congo
mbert,true,false,true,200,0,17,pcm,0.5698,English Creole
mbert,true,false,true,200,0,18,mos,0.5618,Gur
mbert,true,false,true,200,0,19,bbj,0.5445,Bantu
mbert,true,false,true,200,0,20,yor,0.5355,Volta-Niger
mbert,true,false,true,400,0,1,lug,0.6268,Bantu
mbert,true,false,true,400,0,2,luo,0.6128,Nilotic
mbert,true,false,true,400,0,3,twi,0.6075,Kwa
mbert,true,false,true,400,0,4,kin,0.6059,Bantu
mbert,true,false,true,400,0,5,swa,0.6059,Bantu
mbert,true,false,true,400,0,6,sna,0.6012,Bantu
mbert,true,false,true,400,0,7,tsn,0.5969,Bantu
mbert,true,false,true,400,0,8,ibo,0.5959,Volta-Niger
mbert,true,false,true,400,0,9,xho,0.5953,Bantu
mbert,true,false,true,400,0,10,ewe,0.5894,Kwa
mbert,true,false,true,400,0,11,zul,0.588,Bantu
mbert,true,false,true,400,0,12,hau,0.5869,Chadic
mbert,true,false,true,400,0,13,nya,0.5844,Bantu
mbert,true,false,true,400,0,14,fon,0.5793,Kwa
mbert,true,false,true,400,0,15,bam,0.5753,Mande
mbert,true,false,true,400,0,16,wol,0.5733,Atlantic-Congo
mbert,true,false,true,400,0,17,pcm,0.5667,English Creole
mbert,true,false,true,400,0,18,mos,0.5665,Gur
mbert,true,false,true,400,0,19,bbj,0.5447,Bantu
mbert,true,false,true,400,0,20,yor,0.5337,Volta-Niger
mbert,true,false,true,500,3,1,lug,0.6264,Bantu
mbert,true,false,true,500,3,2,luo,0.6104,Nilotic
mbert,true,false,true,500,3,3,swa,0.6095,Bantu
mbert,true,false,true,500,3,4,kin,0.6071,Bantu
mbert,true,false,true,500,3,5,twi,0.607,Kwa
mbert,true,false,true,500,3,6,sna,0.601,Bantu
mbert,true,false,true,500,3,7,xho,0.5972,Bantu
mbert,true,false,true,500,3,8,ibo,0.5942,Volta-Niger
mbert,true,false,true,500,3,9,zul,0.5894,Bantu
